,fdc_id,data_type,description,food_category_id,publication_date
487,2341247,survey_fndds_food,"Beef, steak, country fried",,2022-10-28
488,2341248,survey_fndds_food,"Beef, oxtails",,2022-10-28
489,2341249,survey_fndds_food,"Beef, neck bones",,2022-10-28
491,2341251,survey_fndds_food,"Beef, cow head",,2022-10-28
492,2341252,survey_fndds_food,"Beef, roast",,2022-10-28
493,2341253,survey_fndds_food,"Beef, pot roast",,2022-10-28
494,2341254,survey_fndds_food,"Beef, stew meat",,2022-10-28
496,2341256,survey_fndds_food,"Beef, brisket",,2022-10-28
497,2341257,survey_fndds_food,"Beef, sandwich steak",,2022-10-28
498,2341258,survey_fndds_food,"Beef, ground, raw",,2022-10-28
499,2341259,survey_fndds_food,"Beef, ground",,2022-10-28
500,2341260,survey_fndds_food,"Beef, ground, patty",,2022-10-28
501,2341261,survey_fndds_food,"Beef, bacon, cooked",,2022-10-28
502,2341262,survey_fndds_food,"Beef, bacon, reduced sodium, cooked",,2022-10-28
503,2341263,survey_fndds_food,"Beef, dried, chipped, uncooked",,2022-10-28
504,2341264,survey_fndds_food,"Beef, dried, chipped, cooked in fat",,2022-10-28
505,2341265,survey_fndds_food,Beef jerky,,2022-10-28
523,2341283,survey_fndds_food,Ham,,2022-10-28
524,2341284,survey_fndds_food,"Ham, prosciutto",,2022-10-28
525,2341285,survey_fndds_food,"Ham, canned",,2022-10-28
526,2341286,survey_fndds_food,"Ham, ground",,2022-10-28
530,2341290,survey_fndds_food,"Canadian bacon, cooked",,2022-10-28
531,2341291,survey_fndds_food,"Bacon, NS as to type of meat, cooked",,2022-10-28
532,2341292,survey_fndds_food,"Bacon, NS as to type of meat, reduced sodium, cooked",,2022-10-28
538,2341298,survey_fndds_food,"Fat back, cooked",,2022-10-28
539,2341299,survey_fndds_food,"Ribs, NFS",,2022-10-28
551,2341311,survey_fndds_food,"Lamb, NS as to cut",,2022-10-28
552,2341312,survey_fndds_food,"Lamb, chop",,2022-10-28
553,2341313,survey_fndds_food,"Lamb, ground",,2022-10-28
554,2341314,survey_fndds_food,Goat,,2022-10-28
555,2341315,survey_fndds_food,"Veal, chop",,2022-10-28
556,2341316,survey_fndds_food,"Veal, ground",,2022-10-28
557,2341317,survey_fndds_food,Mock chicken legs,,2022-10-28
558,2341318,survey_fndds_food,Rabbit,,2022-10-28
559,2341319,survey_fndds_food,"Venison, NFS",,2022-10-28
560,2341320,survey_fndds_food,"Venison, steak",,2022-10-28
561,2341321,survey_fndds_food,Venison/deer jerky,,2022-10-28
562,2341322,survey_fndds_food,Venison sausage,,2022-10-28
563,2341323,survey_fndds_food,Moose,,2022-10-28
564,2341324,survey_fndds_food,Bear,,2022-10-28
565,2341325,survey_fndds_food,Caribou,,2022-10-28
566,2341326,survey_fndds_food,Bison,,2022-10-28
567,2341327,survey_fndds_food,Groundhog,,2022-10-28
568,2341328,survey_fndds_food,Opossum,,2022-10-28
569,2341329,survey_fndds_food,Squirrel,,2022-10-28
570,2341330,survey_fndds_food,Beaver,,2022-10-28
571,2341331,survey_fndds_food,Raccoon,,2022-10-28
572,2341332,survey_fndds_food,Armadillo,,2022-10-28
573,2341333,survey_fndds_food,Wild pig,,2022-10-28
574,2341334,survey_fndds_food,Ostrich,,2022-10-28
575,2341335,survey_fndds_food,"Chicken, NS as to part and cooking method, NS as to skin eaten",,2022-10-28
576,2341336,survey_fndds_food,"Chicken, NS as to part and cooking method, skin eaten",,2022-10-28
577,2341337,survey_fndds_food,"Chicken, NS as to part and cooking method, skin not eaten",,2022-10-28
581,2341341,survey_fndds_food,"Chicken, NS as to part, rotisserie, NS as to skin eaten",,2022-10-28
582,2341342,survey_fndds_food,"Chicken, NS as to part, rotisserie, skin eaten",,2022-10-28
583,2341343,survey_fndds_food,"Chicken, NS as to part, rotisserie, skin not eaten",,2022-10-28
584,2341344,survey_fndds_food,"Chicken, NS as to part, stewed, NS as to skin eaten",,2022-10-28
585,2341345,survey_fndds_food,"Chicken, NS as to part, stewed, skin eaten",,2022-10-28
586,2341346,survey_fndds_food,"Chicken, NS as to part, stewed, skin not eaten",,2022-10-28
587,2341347,survey_fndds_food,"Chicken, NS as to part, grilled without sauce, NS as to skin eaten",,2022-10-28
588,2341348,survey_fndds_food,"Chicken, NS as to part, grilled without sauce, skin eaten",,2022-10-28
589,2341349,survey_fndds_food,"Chicken, NS as to part, grilled without sauce, skin not eaten",,2022-10-28
590,2341350,survey_fndds_food,"Chicken, NS as to part, grilled with sauce, NS as to skin eaten",,2022-10-28
591,2341351,survey_fndds_food,"Chicken, NS as to part, grilled with sauce, skin eaten",,2022-10-28
592,2341352,survey_fndds_food,"Chicken, NS as to part, grilled with sauce, skin not eaten",,2022-10-28
593,2341353,survey_fndds_food,"Chicken, NS as to part, sauteed, skin eaten",,2022-10-28
594,2341354,survey_fndds_food,"Chicken, NS as to part, sauteed, skin not eaten",,2022-10-28
595,2341355,survey_fndds_food,"Chicken, NS as to part, fried, coated, skin / coating eaten",,2022-10-28
596,2341356,survey_fndds_food,"Chicken, NS as to part, fried, coated, skin / coating not eaten",,2022-10-28
597,2341357,survey_fndds_food,"Chicken, NS as to part, baked, coated, skin / coating eaten",,2022-10-28
598,2341358,survey_fndds_food,"Chicken, NS as to part, baked, coated, skin / coating not eaten",,2022-10-28
599,2341359,survey_fndds_food,"Chicken breast, NS as to cooking method, skin eaten",,2022-10-28
600,2341360,survey_fndds_food,"Chicken breast, NS as to cooking method, skin not eaten",,2022-10-28
609,2341369,survey_fndds_food,"Chicken breast, rotisserie, skin eaten",,2022-10-28
610,2341370,survey_fndds_food,"Chicken breast, rotisserie, skin not eaten",,2022-10-28
611,2341371,survey_fndds_food,"Chicken breast, stewed, skin eaten",,2022-10-28
612,2341372,survey_fndds_food,"Chicken breast, stewed, skin not eaten",,2022-10-28
613,2341373,survey_fndds_food,"Chicken breast, grilled without sauce, skin eaten",,2022-10-28
614,2341374,survey_fndds_food,"Chicken breast, grilled without sauce, skin not eaten",,2022-10-28
615,2341375,survey_fndds_food,"Chicken breast, grilled with sauce, skin eaten",,2022-10-28
616,2341376,survey_fndds_food,"Chicken breast, grilled with sauce, skin not eaten",,2022-10-28
617,2341377,survey_fndds_food,"Chicken breast, sauteed, skin eaten",,2022-10-28
618,2341378,survey_fndds_food,"Chicken breast, sauteed, skin not eaten",,2022-10-28
619,2341379,survey_fndds_food,"Chicken breast, fried, coated, skin / coating eaten, from raw",,2022-10-28
620,2341380,survey_fndds_food,"Chicken breast, fried, coated, skin / coating not eaten, from raw",,2022-10-28
621,2341381,survey_fndds_food,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",,2022-10-28
622,2341382,survey_fndds_food,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",,2022-10-28
623,2341383,survey_fndds_food,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",,2022-10-28
624,2341384,survey_fndds_food,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",,2022-10-28
625,2341385,survey_fndds_food,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",,2022-10-28
626,2341386,survey_fndds_food,"Chicken breast, baked, coated, skin / coating eaten",,2022-10-28
627,2341387,survey_fndds_food,"Chicken breast, baked, coated, skin / coating not eaten",,2022-10-28
628,2341388,survey_fndds_food,"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten",,2022-10-28
629,2341389,survey_fndds_food,"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten",,2022-10-28
632,2341392,survey_fndds_food,"Chicken leg, drumstick and thigh, rotisserie, skin eaten",,2022-10-28
633,2341393,survey_fndds_food,"Chicken leg, drumstick and thigh, rotisserie, skin not eaten",,2022-10-28
634,2341394,survey_fndds_food,"Chicken leg, drumstick and thigh, stewed, skin eaten",,2022-10-28
635,2341395,survey_fndds_food,"Chicken leg, drumstick and thigh, stewed, skin not eaten",,2022-10-28
636,2341396,survey_fndds_food,"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten",,2022-10-28
637,2341397,survey_fndds_food,"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten",,2022-10-28
638,2341398,survey_fndds_food,"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten",,2022-10-28
639,2341399,survey_fndds_food,"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten",,2022-10-28
640,2341400,survey_fndds_food,"Chicken leg, drumstick and thigh, sauteed, skin eaten",,2022-10-28
641,2341401,survey_fndds_food,"Chicken leg, drumstick and thigh, sauteed, skin not eaten",,2022-10-28
642,2341402,survey_fndds_food,"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten",,2022-10-28
643,2341403,survey_fndds_food,"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten",,2022-10-28
644,2341404,survey_fndds_food,"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten",,2022-10-28
645,2341405,survey_fndds_food,"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten",,2022-10-28
646,2341406,survey_fndds_food,"Chicken drumstick, NS as to cooking method, skin eaten",,2022-10-28
647,2341407,survey_fndds_food,"Chicken drumstick, NS as to cooking method, skin not eaten",,2022-10-28
654,2341414,survey_fndds_food,"Chicken drumstick, rotisserie, skin eaten",,2022-10-28
655,2341415,survey_fndds_food,"Chicken drumstick, rotisserie, skin not eaten",,2022-10-28
656,2341416,survey_fndds_food,"Chicken drumstick, grilled without sauce, skin eaten",,2022-10-28
657,2341417,survey_fndds_food,"Chicken drumstick, grilled without sauce, skin not eaten",,2022-10-28
658,2341418,survey_fndds_food,"Chicken drumstick, grilled with sauce, skin eaten",,2022-10-28
659,2341419,survey_fndds_food,"Chicken drumstick, grilled with sauce, skin not eaten",,2022-10-28
660,2341420,survey_fndds_food,"Chicken drumstick, stewed, skin eaten",,2022-10-28
661,2341421,survey_fndds_food,"Chicken drumstick, stewed, skin not eaten",,2022-10-28
662,2341422,survey_fndds_food,"Chicken drumstick, sauteed, skin eaten",,2022-10-28
663,2341423,survey_fndds_food,"Chicken drumstick, sauteed, skin not eaten",,2022-10-28
664,2341424,survey_fndds_food,"Chicken drumstick, fried, coated, skin / coating eaten, from raw",,2022-10-28
665,2341425,survey_fndds_food,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",,2022-10-28
666,2341426,survey_fndds_food,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",,2022-10-28
667,2341427,survey_fndds_food,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",,2022-10-28
668,2341428,survey_fndds_food,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",,2022-10-28
669,2341429,survey_fndds_food,"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",,2022-10-28
670,2341430,survey_fndds_food,"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",,2022-10-28
671,2341431,survey_fndds_food,"Chicken drumstick, baked, coated, skin / coating eaten",,2022-10-28
672,2341432,survey_fndds_food,"Chicken drumstick, baked, coated, skin / coating not eaten",,2022-10-28
673,2341433,survey_fndds_food,"Chicken thigh, NS as to cooking method, skin eaten",,2022-10-28
674,2341434,survey_fndds_food,"Chicken thigh, NS as to cooking method, skin not eaten",,2022-10-28
681,2341441,survey_fndds_food,"Chicken thigh, rotisserie, skin eaten",,2022-10-28
682,2341442,survey_fndds_food,"Chicken thigh, rotisserie, skin not eaten",,2022-10-28
683,2341443,survey_fndds_food,"Chicken thigh, stewed, skin eaten",,2022-10-28
684,2341444,survey_fndds_food,"Chicken thigh, stewed, skin not eaten",,2022-10-28
685,2341445,survey_fndds_food,"Chicken thigh, grilled without sauce, skin eaten",,2022-10-28
686,2341446,survey_fndds_food,"Chicken thigh, grilled without sauce, skin not eaten",,2022-10-28
687,2341447,survey_fndds_food,"Chicken thigh, grilled with sauce, skin eaten",,2022-10-28
688,2341448,survey_fndds_food,"Chicken thigh, grilled with sauce, skin not eaten",,2022-10-28
689,2341449,survey_fndds_food,"Chicken thigh, sauteed, skin eaten",,2022-10-28
690,2341450,survey_fndds_food,"Chicken thigh, sauteed, skin not eaten",,2022-10-28
691,2341451,survey_fndds_food,"Chicken thigh, fried, coated, skin / coating eaten, from raw",,2022-10-28
692,2341452,survey_fndds_food,"Chicken thigh, fried, coated, skin / coating not eaten, from raw",,2022-10-28
693,2341453,survey_fndds_food,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",,2022-10-28
694,2341454,survey_fndds_food,"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",,2022-10-28
695,2341455,survey_fndds_food,"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",,2022-10-28
696,2341456,survey_fndds_food,"Chicken thigh, fried, coated, skin / coating eaten, from fast food",,2022-10-28
697,2341457,survey_fndds_food,"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",,2022-10-28
698,2341458,survey_fndds_food,"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",,2022-10-28
699,2341459,survey_fndds_food,"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",,2022-10-28
700,2341460,survey_fndds_food,"Chicken thigh, baked, coated, skin / coating eaten",,2022-10-28
701,2341461,survey_fndds_food,"Chicken thigh, baked, coated, skin / coating not eaten",,2022-10-28
702,2341462,survey_fndds_food,"Chicken wing, NS as to cooking method",,2022-10-28
706,2341466,survey_fndds_food,"Chicken wing, rotisserie",,2022-10-28
707,2341467,survey_fndds_food,"Chicken wing, stewed",,2022-10-28
708,2341468,survey_fndds_food,"Chicken wing, grilled without sauce",,2022-10-28
709,2341469,survey_fndds_food,"Chicken wing, grilled with sauce",,2022-10-28
710,2341470,survey_fndds_food,"Chicken wing, sauteed",,2022-10-28
711,2341471,survey_fndds_food,"Chicken wing, fried, coated, from raw",,2022-10-28
712,2341472,survey_fndds_food,"Chicken wing, fried, coated, from pre-cooked",,2022-10-28
713,2341473,survey_fndds_food,"Chicken wing, fried, coated, from fast food",,2022-10-28
714,2341474,survey_fndds_food,"Chicken wing, fried, coated, from restaurant",,2022-10-28
715,2341475,survey_fndds_food,"Chicken wing, baked, coated",,2022-10-28
716,2341476,survey_fndds_food,"Chicken ""wings"" with hot sauce, from fast food / restaurant",,2022-10-28
718,2341478,survey_fndds_food,"Chicken ""wings"", plain, from fast food / restaurant",,2022-10-28
719,2341479,survey_fndds_food,"Chicken ""wings"" with hot sauce, from precooked",,2022-10-28
721,2341481,survey_fndds_food,"Chicken ""wings"", plain, from precooked",,2022-10-28
722,2341482,survey_fndds_food,"Chicken ""wings"" with hot sauce, from other sources",,2022-10-28
724,2341484,survey_fndds_food,"Chicken ""wings"", plain, from other sources",,2022-10-28
725,2341485,survey_fndds_food,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",,2022-10-28
726,2341486,survey_fndds_food,"Chicken ""wings"", boneless, with hot sauce, from other sources",,2022-10-28
727,2341487,survey_fndds_food,"Chicken, back",,2022-10-28
729,2341489,survey_fndds_food,"Chicken, tail",,2022-10-28
730,2341490,survey_fndds_food,Chicken skin,,2022-10-28
731,2341491,survey_fndds_food,Chicken feet,,2022-10-28
732,2341492,survey_fndds_food,"Chicken, canned, meat only",,2022-10-28
733,2341493,survey_fndds_food,"Chicken, chicken roll, roasted",,2022-10-28
734,2341494,survey_fndds_food,"Chicken patty, breaded",,2022-10-28
735,2341495,survey_fndds_food,"Chicken fillet, breaded",,2022-10-28
736,2341496,survey_fndds_food,"Chicken fillet, grilled",,2022-10-28
737,2341497,survey_fndds_food,"Chicken, ground",,2022-10-28
738,2341498,survey_fndds_food,"Chicken nuggets, NFS",,2022-10-28
739,2341499,survey_fndds_food,"Chicken nuggets, from fast food",,2022-10-28
740,2341500,survey_fndds_food,"Chicken nuggets, from restaurant",,2022-10-28
741,2341501,survey_fndds_food,"Chicken nuggets, from school lunch",,2022-10-28
742,2341502,survey_fndds_food,"Chicken nuggets, from frozen",,2022-10-28
743,2341503,survey_fndds_food,"Chicken nuggets, from other sources",,2022-10-28
750,2341510,survey_fndds_food,"Fried chicken chunks, Puerto Rican style",,2022-10-28
751,2341511,survey_fndds_food,"Turkey, NFS",,2022-10-28
752,2341512,survey_fndds_food,"Turkey, light meat, skin not eaten",,2022-10-28
753,2341513,survey_fndds_food,"Turkey, light meat, skin eaten",,2022-10-28
756,2341516,survey_fndds_food,"Turkey, light meat, roasted, skin not eaten",,2022-10-28
757,2341517,survey_fndds_food,"Turkey, light meat, roasted, skin eaten",,2022-10-28
758,2341518,survey_fndds_food,"Turkey, dark meat, roasted, skin not eaten",,2022-10-28
759,2341519,survey_fndds_food,"Turkey, dark meat, roasted, skin eaten",,2022-10-28
760,2341520,survey_fndds_food,"Turkey, light and dark meat, roasted, skin not eaten",,2022-10-28
761,2341521,survey_fndds_food,"Turkey, light and dark meat, roasted, skin eaten",,2022-10-28
768,2341528,survey_fndds_food,"Turkey, drumstick, cooked, skin not eaten",,2022-10-28
769,2341529,survey_fndds_food,"Turkey, drumstick, cooked, skin eaten",,2022-10-28
770,2341530,survey_fndds_food,"Turkey, drumstick, roasted, skin not eaten",,2022-10-28
771,2341531,survey_fndds_food,"Turkey, drumstick, roasted, skin eaten",,2022-10-28
772,2341532,survey_fndds_food,"Turkey, drumstick, smoked, skin eaten",,2022-10-28
773,2341533,survey_fndds_food,"Turkey, thigh, cooked, skin eaten",,2022-10-28
774,2341534,survey_fndds_food,"Turkey, thigh, cooked, skin not eaten",,2022-10-28
775,2341535,survey_fndds_food,"Turkey, neck",,2022-10-28
776,2341536,survey_fndds_food,"Turkey, wing, cooked, skin not eaten",,2022-10-28
777,2341537,survey_fndds_food,"Turkey, wing, cooked, skin eaten",,2022-10-28
778,2341538,survey_fndds_food,"Turkey, wing, smoked, skin eaten",,2022-10-28
779,2341539,survey_fndds_food,"Turkey, tail",,2022-10-28
780,2341540,survey_fndds_food,"Turkey, back",,2022-10-28
781,2341541,survey_fndds_food,"Turkey, canned",,2022-10-28
782,2341542,survey_fndds_food,"Turkey, ground",,2022-10-28
783,2341543,survey_fndds_food,"Turkey, nuggets",,2022-10-28
784,2341544,survey_fndds_food,"Turkey bacon, cooked",,2022-10-28
785,2341545,survey_fndds_food,"Turkey bacon, reduced sodium, cooked",,2022-10-28
786,2341546,survey_fndds_food,"Duck, cooked, skin eaten",,2022-10-28
787,2341547,survey_fndds_food,"Duck, cooked, skin not eaten",,2022-10-28
788,2341548,survey_fndds_food,"Duck, roasted, skin eaten",,2022-10-28
